id,text_norm,is_humor,offense_rating
1210,Don't hate what you don't understand.,0,0.0
7603,"""Don't shrink to console them. Do not look for friends here, you won't find them. None of these people have the capacity to understand you.""",0,0.0
4814,"Whatever your past may have been, your future is still spotless",0,0.0
2678,Thank You to our brave military men and women! Always Remember Sept 11 USA,0,0.0
3581,"""I'm tired of feeling bad. I'd rather feel nothing. It's better, it's easier."" - One Tree Hill",0,0.0
2251,"""Be better than anyone here, and don't give a damn what anyone thinks. There are no teams here, no buddies. You're on your own.""",0,0.1
6357,"No matter what, make him feel like he's your top priority.",0,0.0
3316,"""The"" is the most spoken word in the English language.",0,0.0
3312,"""Even when the night changes, It will never change me and you."" - Night Changes.",0,0.0
7634,"Thanks to all who joined us at Houston Con 2015 , but it's back to business as usual today. Have a good Monday y'all!",0,0.1
4521,"In 1967, Florida passed a bill which would allow Disney to build their own nuclear power plant. Walt Disney understood that the park was going to be very big and wanted the freedom to build a nuclear power plant if needed; something they still have the permission to do.",0,0.2
6636,"""Broke, depressed, and emotionally vacant."" - Macklemore.",0,0.0
5089,"If youâ€™re reading this, I care for you deeply.",0,0.0
7415,The moment you're ready to give up is usually the moment right before something great happens.,0,0.0
3974,"Kimberly Seltzer is a style expert for men. And she not only helps men with their clothes but also gets to the heart of the matter by starting from the inside and working your way out. On this episode, you will learn how to exude massive confidence and charisma in just 7 seconds.",0,0.0
1149,An estimated 5 to 10 percent of people have never had a headache.,0,0.0
7034,"Black men, youth, single moms, college women, confidentiality, black stress, suicide, mental health primer...we tackle the tough topics!",0,0.35
3932,"The total amount of money owed by every person and country in the world is over $215 trillion. As of 2020, there's approximately $37 trillion in circulation.",0,0.0
1757,"""Will you still love me when I'm no longer young and beautiful? Will you still love me when I have nothing but my aching soul?"" - Lana Del Rey",0,0.0
6977,Non-verbal signs are just like regular language. No sign is a full green light that means go. Look for patterns to get the message.,0,0.1
5309,eating yoghurt on a regular basis helps a lot in absorbing the vitamins in other foods you eat,0,0.0
6135,"when dehydration reaches 5%, increased heart rate and extreme fatigue, and nausea are the most common symptoms",0,0.0
1680,"The more you change for the better, keep taking chances and keep succeeding the more people will judge you. It's when people start criticizing you, that you know you're doing something worthwhile. Let their fears and rationalizations be your compass.",0,0.1
807,Feeling the love from you all for our new show. Thanks for showing up here and spreading the word. OWNers you Rock! LOV Eis,0,0.0
3424,Fellas: You can't be mad that she's INDEPENDENT if you can't be DEPENDED ON!!!,0,0.0
1932,"Live every day as if it's your last, cause it just might be",0,0.0
2564,Roll call! Who will be swimming at this weekends' Junior Olympics? Use BKS Junior Olympics and share pics! Swim hard everyone,0,0.0
422,get rid of bad breath with yoghurt. a few spoonfuls of natural yoghurt neutralizes halitosis bad breath yoghurt,0,0.05
3579,"Congrats to 11 yr old Rayven Custis, beat the field by 8 seconds and dropped 4 seconds off her personal best for an A time of 1:13:35",0,0.0
6456,"Don't give advice hoping to receive praise, give advice sincerely praying that person will change",0,0.0
6415,"Eleanor gets it-- it's okay to not be fine right now. We hope if you're fine or not fine, you find the understanding and support you need, from a book or beyond.",0,0.0
23,"We spend a long time focused on the future, planning it, working toward it. But at some point u start to realize your life is happening now.",0,0.0
1719,"That is what books are for, to travel without moving an inch."" The Namesake 2007",0,0.0
1540,Playing video games can help train your brain to make faster real-life decisions with equal accuracy.,0,0.0
7249,"In 2013, Looney Tunes revealed that 'Yosemite Sam's' full name is Samuel Michelangelo Rosenbaum.",0,0.05
2900,Q6: How did you set boundaries to protect your mental health while away from home? BGS Back 2 College,0,0.0
1831,Betty White holds the record for longest television career of any female or male entertainer.,0,0.0
1255,On my way to the grocery store lol,0,0.0
3155,Oh I see. You think this has nothing to do with you?,0,0.0
7812,Welcome to Auntie Red Tweet Tea. If you have any questions or want to contribute to the conversation remember to use the hashtag above.,0,0.1
3610,Boys are 4 times more likely to be diagnosed with autism than girls.,0,0.2
6788,"Nathan ""Nearest"" Green, a man born into slavery and emancipated after the Civil War, taught distillation techniques to Jack Daniel, the founder of Jack Daniel's Tennessee whiskey. Green was hired as the company's first master distiller upon its creation.",0,0.2
3221,Caffeine is the most commonly used psychoactive drug in the world.,0,0.0
2030,Chew each bite 12 times. This prevents overeating by giving your stomach time to realize what you have eaten weight loss,0,0.0
1109,"Get your life in order. Being gay doesn't mean being jobless, doing drugs, backbiting, catfishing, infecting partners or exposing yourself to diseases.",0,1.35
2180,"In the face of what we can lose in a day, in an instant, wonder what the hell it is that makes us hold together.",0,0.0
7859,"If you want to buy a car in Japan, you must first prove that you have someplace to park it.",0,0.45
5331,Change your results by changing your thinking. Realize that there are many wonderful single women out there and only one of you to go around. This is abundance thinking.,0,0.1
1614,'Imprisoned is he whose heart is imprisoned from Allah. Captured is he who is captured by his desires. ' - Ibn Taymiyyah,0,0.0
7393,"Do you feel like you're always walking away empty handed after your interactions with girls? Well on this previous episode, I shared an idea from the Burning Man festival that can completely turn things around for you. It's the idea of ""gifting"" giving without expecting anything.",0,0.15
